age_years,residential_status,time_at_address_months,employment_status,time_with_employer_months,gross_monthly_income_eur,net_monthly_income_eur,debt_to_income_ratio,disposable_income_eur,num_active_credit_accounts,total_outstanding_balance_eur,credit_utilisation_ratio,num_unsecured_loans,num_accounts_30dpd_last12m,max_delinquency_last12m,months_since_last_delinquency,worst_ever_delinquency,credit_history_length_months,num_credit_enquiries_last6m,adverse_events_flag,default
111,owner_no_mortgage,34,permanent,30,3021,3359,0.6039354564456443,1023,6,149508,0.2483499091128824,2,2,current,8,90dpd_plus,294,2,no,0
48,rent_private,4,permanent,499,2171,1554,0.5810480181142762,968,47,5019,0.73598770239898,2,0,current,83,60dpd,111,0,no,0
47,rent_private,5,permanent,7,9894,1773,0.07639376785874501,845,3,6257,0.6577222709098781,1,1,30dpd,2,none,213,2,yes,0
28,living_with_family_other,8,temporary_contract,10,3535,921,0.22306836654249135,-3224,0,7434,0.041057601967221434,0,1,90dpd_plus,23,90dpd_plus,4,2,yes,1
26,owner_no_mortgage,8,permanent,31,14683,1498,0.9118572099971285,175,2,10966,0.048208352249069046,2,1,current,7,none,43,19,yes,0
112,owner_with_mortgage,33,permanent,23,2401,662,0.8926015113498845,16699,2,5927,0.3837217970726607,1,0,current,50,none,16,2,no,0
25,owner_with_mortgage,8,permanent,4,2180,3308,0.37799550976575735,751,7,7375,0.9903388668738831,3,1,current,240,none,11,3,no,0
59,owner_with_mortgage,499,permanent,8,2093,1649,0.26791196579745513,497,6,4561,1.4339118283851828,1,1,current,142,60dpd,63,2,no,0
31,rent_private,45,self_employed,44,1512,1301,0.32920975597792945,952,2,3283,1.0488170558107293,2,1,current,240,none,35,0,yes,0
62,owner_with_mortgage,128,permanent,546,3363,13595,0.23684656077576238,1111,3,8133,0.6505677836734868,3,0,current,4,none,244,1,no,0
43,owner_with_mortgage,10,retired,14,3268,1493,1.2002090407531827,-386,6,155440,0.27537926737359625,14,13,current,55,90dpd_plus,45,1,no,1
115,owner_no_mortgage,4,permanent,0,2947,1750,0.408570079235805,151,5,3181,0.7400126678385315,3,0,30dpd,7,90dpd_plus,63,0,no,1
33,rent_private,45,permanent,23,3112,3189,0.44960498276344407,631,7,2972,0.4710025304940556,1,0,30dpd,10,30dpd,53,2,no,1
37,owner_with_mortgage,20,retired,10,2453,1504,0.06725403699625922,9351,7,5603,0.5504655041891723,2,2,current,3,90dpd_plus,65,2,no,0
55,rent_social,10,self_employed,426,4370,1936,1.147504519023379,-3395,7,13341,0.22949504634022874,11,0,current,240,30dpd,0,3,yes,1
119,rent_private,20,temporary_contract,6,805,1026,0.45229439483565936,879,5,2561,0.5564635185671509,0,1,current,2,60dpd,80,3,no,0
34,rent_social,23,permanent,5,3184,1347,0.421452489251874,492,6,125,0.5268827100044187,1,0,current,0,90dpd_plus,67,0,no,0
21,owner_no_mortgage,57,self_employed,8,85,2290,0.5159964611245472,857,2,33401,0.11642690885058464,2,0,30dpd,11,60dpd,54,2,no,0
64,owner_no_mortgage,10,permanent,16,1924,1116,0.2065515266381585,228,8,10623,0.8407318722419652,0,0,current,24,none,100,8,no,0
20,owner_with_mortgage,8,permanent,10,3348,2148,0.6135257449250091,1068,3,12992,0.7738269300667386,2,0,60dpd,10,90dpd_plus,74,17,no,0
27,rent_social,6,unemployed_other,3,3786,220,0.5638740088300491,962,3,6400,1.2605804194340062,1,0,current,10,30dpd,47,0,no,0
42,owner_no_mortgage,11,permanent,3,4908,1582,0.21375604794980743,532,15,7868,1.2806060893895226,1,0,current,12,90dpd_plus,5,0,yes,0
32,rent_private,0,permanent,16,3104,1179,0.3136823794406641,11908,4,111022,0.33972333013825984,3,2,90dpd_plus,240,30dpd,88,3,no,0
26,owner_with_mortgage,370,self_employed,11,2370,250,0.40198419638140714,474,0,6111,1.0905391490804028,1,1,current,240,60dpd,63,0,no,0
21,rent_private,281,permanent,11,1948,1452,0.45524420558289685,19070,6,3612,0.7900659521141029,3,0,current,4,30dpd,1,12,no,0
62,rent_private,19,unemployed_other,10,3138,2298,0.7106160490300347,3980,3,8604,1.2612402110755525,0,0,30dpd,240,none,7,0,no,0
36,owner_no_mortgage,2,unemployed_other,202,1985,1340,1.2852815845807473,922,8,5754,0.18431230775585414,1,1,current,16,60dpd,27,0,no,0
22,rent_private,17,temporary_contract,13,4729,2395,0.5640787754973008,550,28,3495,0.7840666060826738,13,0,current,3,none,48,0,no,0
40,owner_with_mortgage,116,permanent,45,2475,2274,0.4560299593503945,516,4,16859,1.4832480325654254,1,0,current,17,90dpd_plus,80,20,no,0
32,rent_social,20,permanent,0,3623,2687,0.48865942917545835,1028,2,7310,0.39389704680534465,11,16,30dpd,9,90dpd_plus,64,2,no,0
35,rent_private,20,permanent,6,969,2119,0.320351213630433,821,2,149060,0.3137033818017566,3,0,current,240,none,65,2,no,0
30,owner_with_mortgage,28,permanent,38,3657,2484,0.5188222268375101,566,4,5363,0.3920186815782463,2,20,60dpd,0,60dpd,120,3,no,0
44,owner_with_mortgage,50,permanent,546,2802,644,0.4094773867214247,687,5,16580,0.5453354046140164,0,0,60dpd,5,30dpd,17,2,yes,0
43,rent_private,39,temporary_contract,47,609,2888,0.5045759125352213,1028,4,1741,0.43625103229462747,3,0,current,240,90dpd_plus,115,0,no,0
52,owner_with_mortgage,26,self_employed,36,1362,2396,0.265278908991057,43,5,146,1.0443278498261286,3,0,current,240,none,31,2,no,0
33,rent_private,278,unemployed_other,3,4057,330,0.39304386769876976,4617,4,18128,0.5592156404599622,1,0,current,240,none,25,1,no,0
51,owner_with_mortgage,562,permanent,48,3094,2784,0.26822055625006425,-3098,4,15578,0.5388669621552836,1,1,current,240,30dpd,18,3,no,0
67,living_with_family_other,54,retired,14,2278,1093,0.45955599256463414,769,4,4908,0.78835100220175,2,1,current,240,90dpd_plus,23,2,yes,0
50,owner_no_mortgage,7,permanent,227,2177,2051,0.5281857953809337,-4833,4,5147,0.5448523012328851,1,0,60dpd,18,none,76,1,no,0
25,owner_no_mortgage,9,permanent,506,4551,2801,0.21739671185601792,438,5,4167,0.07512444183479255,1,1,current,240,60dpd,7,0,no,0
18,rent_private,1,permanent,40,232,3282,0.2981545864711045,781,0,10472,0.5665754540890744,2,0,current,14,none,341,2,no,0
22,owner_with_mortgage,24,permanent,58,2641,1318,0.45739956875817833,163,43,9341,1.0250149475700867,1,0,current,0,60dpd,70,3,no,1
32,rent_social,57,self_employed,18,1632,1310,0.2854122542978033,100,3,126,1.4826164714379888,2,0,current,240,none,172,2,no,0
108,living_with_family_other,149,temporary_contract,108,3106,882,1.4414445521423456,88,35,22675,0.5075938057626704,3,0,current,240,60dpd,12,2,no,1
63,owner_with_mortgage,6,unemployed_other,11,2400,3358,0.23717086987591962,626,5,7572,0.7901540751548863,2,0,60dpd,240,60dpd,39,1,no,0
29,owner_with_mortgage,17,temporary_contract,18,4401,736,0.34987917264119783,1122,0,15168,0.5178083559897207,3,0,current,240,none,18,2,no,1
59,rent_social,1,permanent,9,3767,2140,0.932446207596975,133,1,1756,0.404269636515326,2,1,current,4,60dpd,14,1,yes,0
37,rent_private,33,temporary_contract,8,417,2434,0.5595090384999535,-1647,5,19588,0.6580054523277509,2,1,current,11,none,2,11,no,1
59,rent_private,1,temporary_contract,390,2911,1277,0.04923813896358646,80,3,6869,1.2993974255281002,3,0,current,240,none,365,1,no,0
58,rent_social,30,permanent,1,1928,2247,0.36159759500499356,1679,6,5346,0.09664273999068412,3,1,current,45,none,40,5,no,0
30,owner_with_mortgage,8,self_employed,16,3692,1532,0.2764818419036163,-103,0,166885,0.05371962310060656,1,0,current,24,90dpd_plus,54,2,no,1
36,owner_no_mortgage,6,permanent,43,4963,0,0.5488033265721546,421,0,2661,0.30674048845626767,2,0,30dpd,3,90dpd_plus,80,0,no,0
41,rent_social,11,temporary_contract,31,4603,32,0.49041229450588153,215,0,631,0.5859168277798538,0,0,current,8,90dpd_plus,6,1,no,0
30,rent_social,20,temporary_contract,0,2203,1975,0.4439528057572294,976,3,7523,0.8870569311139562,3,5,current,11,60dpd,55,19,no,1
63,owner_no_mortgage,5,permanent,53,4595,2184,1.1748341701427765,216,2,17192,0.649811947108628,2,1,current,11,90dpd_plus,105,2,no,0
80,owner_with_mortgage,138,permanent,21,1951,1490,0.8234865069946853,2172,5,11457,0.01899128219812316,2,0,current,173,none,220,3,no,0
45,living_with_family_other,12,unemployed_other,13,4629,2226,0.44988446155538414,581,42,143066,1.4076795198998426,3,0,current,7,90dpd_plus,43,1,no,0
44,owner_with_mortgage,35,permanent,5,2234,2496,0.35116247974944265,730,4,7287,1.1963595251248011,3,2,60dpd,18,90dpd_plus,37,0,yes,1
38,rent_social,8,permanent,2,3236,2309,0.2685707966689479,-399,3,1517,0.7449575919574581,2,10,30dpd,240,30dpd,96,0,yes,0
55,rent_private,58,self_employed,36,436,2593,0.5490903499184864,362,3,77431,0.5117766973668401,2,1,current,3,30dpd,66,7,no,0
19,rent_social,5,temporary_contract,10,4747,2132,0.32687110461166635,82,8,4313,0.47684530438117256,3,0,current,240,30dpd,524,0,yes,0
32,rent_private,580,temporary_contract,376,300,683,0.35991388445872824,13,6,18182,0.48381481647662833,3,1,current,174,30dpd,3,1,yes,1
30,rent_private,53,permanent,517,4353,1693,0.3887552329410188,1612,6,17694,0.11924019581028861,0,0,current,240,none,430,2,no,0
45,owner_with_mortgage,41,temporary_contract,7,469,579,0.2703743191403362,376,1,37533,0.5029130681624447,0,0,90dpd_plus,10,90dpd_plus,53,3,no,1
29,rent_private,23,temporary_contract,6,1632,6441,0.5347629431532901,274,1,2688,0.8161094285399263,1,2,current,8,90dpd_plus,66,0,no,0
51,owner_with_mortgage,16,permanent,53,2208,1316,0.5348518616374139,194,1,95467,1.1865237283343197,2,0,90dpd_plus,12,30dpd,77,0,yes,0
44,living_with_family_other,444,permanent,7,1113,1229,0.4404436079857343,-4778,2,19853,0.008660631411691643,3,0,current,240,none,47,11,no,1
23,rent_private,15,permanent,11,2005,1944,0.5189425773473264,15140,2,4853,0.21165851648024764,1,2,90dpd_plus,240,90dpd_plus,37,9,no,1
29,rent_social,11,temporary_contract,4,2247,1006,0.6497292585159613,1017,7,15617,0.5840947054411854,3,0,current,2,90dpd_plus,72,1,no,1
39,rent_private,36,permanent,16,3646,2281,0.6266422925833767,330,8,5641,0.5787148479386586,0,0,current,3,90dpd_plus,14,0,yes,0
25,rent_private,8,permanent,468,2433,1730,0.5663325585570351,-2798,0,15118,1.4171954356754881,2,0,current,4,90dpd_plus,260,0,no,1
39,rent_private,29,permanent,9,2695,1612,0.41395888040449524,506,2,87295,0.4882709163176079,0,0,90dpd_plus,10,60dpd,15,0,yes,0
49,owner_no_mortgage,280,permanent,10,3688,1539,0.3890871650173767,448,8,952,0.9874529393593247,2,0,current,240,30dpd,14,0,no,0
32,rent_private,427,self_employed,53,2095,1919,0.5616655699135537,1108,7,11751,0.01845466153575401,2,3,current,240,none,22,0,yes,0
88,rent_private,390,unemployed_other,7,901,2309,0.2605905153519298,556,4,5910,0.9597264574090467,3,0,90dpd_plus,221,30dpd,8,17,yes,1
38,owner_with_mortgage,43,permanent,2,340,1367,0.0055047652823150715,308,5,109900,1.1432485950543372,3,0,current,11,90dpd_plus,27,0,no,0
53,living_with_family_other,8,unemployed_other,15,1678,1622,0.5118858543007812,89,6,19708,0.9636337218505178,3,0,30dpd,1,none,62,12,no,0
45,owner_with_mortgage,507,temporary_contract,17,2501,3309,0.06736537424504886,234,1,34635,0.36120067313350135,2,0,current,9,90dpd_plus,24,1,no,0
90,owner_no_mortgage,51,permanent,21,8328,569,0.7562529571806552,892,7,5076,0.3364080117041639,2,1,current,8,none,2,1,no,0
37,owner_with_mortgage,1,unemployed_other,47,3913,2176,0.4520762947391323,320,8,6856,1.4432104843938593,1,0,30dpd,19,60dpd,5,1,no,0
60,owner_with_mortgage,27,permanent,297,4757,1372,0.6614021656130159,1188,4,4193,0.24663805321578663,1,0,current,240,30dpd,408,2,yes,0
19,owner_with_mortgage,3,temporary_contract,58,1728,1061,0.3730566568571516,693,1,2621,0.6623008940300461,3,2,current,0,none,34,1,no,0
38,rent_private,27,permanent,16,2120,807,0.3556114930281571,252,0,5135,0.4691569761010061,1,0,current,240,none,16,1,no,0
120,rent_private,2,unemployed_other,586,2350,1665,0.6232687328243426,224,7,91135,0.2550024230938568,2,0,current,0,90dpd_plus,397,0,yes,1
36,owner_with_mortgage,8,temporary_contract,30,2130,1375,0.380785257330189,836,5,134661,0.576965308087214,2,0,60dpd,240,60dpd,2,3,no,1
57,rent_social,264,temporary_contract,5,2607,1162,0.4257890646801623,647,1,6137,0.1463135441792046,8,9,current,9,30dpd,24,3,no,0
94,rent_social,4,permanent,12,295,2389,0.08468841533273058,31,3,17144,0.00906478565682145,3,17,current,240,90dpd_plus,61,3,no,1
18,owner_with_mortgage,10,permanent,11,1285,2258,0.4845275644000552,951,0,8959,1.4020912329374313,2,0,current,240,90dpd_plus,17,3,no,0
61,rent_private,14,permanent,39,3239,1548,0.473110925155321,517,5,69352,0.027713208235886366,3,0,current,110,90dpd_plus,114,3,no,0
77,rent_social,10,retired,29,350,2273,0.5116910047297044,484,1,63389,0.32128269926842296,1,2,60dpd,10,90dpd_plus,117,1,no,0
32,owner_with_mortgage,405,permanent,2,2495,1414,1.2346377438552434,436,6,8210,0.29899769621897726,2,1,30dpd,7,none,24,0,yes,0
30,owner_with_mortgage,11,self_employed,10,2879,1958,0.10605391484889252,-2259,5,1199,0.770472937121881,3,2,90dpd_plus,4,none,2,20,no,0
32,rent_private,52,permanent,8,927,2459,0.42797773490247953,1064,4,18621,0.49834653569876586,3,0,current,0,30dpd,72,0,yes,0
46,owner_with_mortgage,6,self_employed,1,2169,267,0.47220081034938494,15269,4,14978,0.6268574075796184,0,0,60dpd,240,30dpd,429,2,yes,0
27,living_with_family_other,151,permanent,11,2863,2117,0.004606252833770852,735,7,9095,0.21566054540620228,0,0,30dpd,0,90dpd_plus,161,6,no,0
38,rent_social,13,self_employed,5,19131,1280,0.41490436755296484,-1392,4,7701,0.8742585463512064,2,0,current,0,90dpd_plus,110,0,no,0
37,owner_with_mortgage,15,permanent,171,2478,324,0.5999598349268,37,3,195943,0.6977140793819099,2,1,current,20,90dpd_plus,16,20,no,0
27,owner_with_mortgage,9,self_employed,5,1691,2389,0.4983867234714637,-208,6,102567,1.4498685040908361,1,9,30dpd,11,90dpd_plus,22,8,no,1
35,rent_private,7,permanent,1,2558,940,0.20049971388843787,1074,5,2437,0.5564002458577526,1,1,current,240,none,39,1,no,0
21,rent_social,51,self_employed,548,1977,1708,0.6902761524666148,122,3,10229,0.0037522637495618566,1,0,30dpd,4,none,6,5,no,0
52,rent_private,266,permanent,17,1578,2634,0.2535967854082722,18584,0,120575,1.2792692005098376,0,0,90dpd_plus,240,60dpd,8,0,no,0
34,rent_social,11,permanent,9,2565,1700,0.5118128211032312,17092,3,1298,0.3482287473852807,3,1,current,7,60dpd,68,2,no,0
64,rent_private,39,permanent,169,2206,3333,0.4827294239428015,129,3,15187,1.2302804105883827,1,1,current,8,60dpd,22,1,no,0
61,rent_social,12,retired,44,2009,1289,0.34796680594203944,227,5,16892,0.8128428635263548,1,0,current,240,90dpd_plus,11,0,no,0
38,living_with_family_other,7,self_employed,66,2325,1765,0.2774478432308918,264,13,11809,1.1440643555137564,1,2,current,0,none,475,1,no,0
54,rent_private,6,permanent,6,3649,2485,0.30320683095127815,143,3,9662,0.6427033220728329,3,2,60dpd,16,30dpd,85,2,no,0
52,rent_social,140,self_employed,13,1728,1498,0.4931222797952002,501,1,13202,0.3146389417112282,2,1,current,15,90dpd_plus,63,0,no,0
21,living_with_family_other,49,permanent,4,1796,1327,0.2914281354787827,577,7,1277,1.427612944691517,2,0,60dpd,4,90dpd_plus,62,1,no,0
34,owner_with_mortgage,170,permanent,22,2672,13169,0.6465276974659606,513,4,83846,0.4088845455903635,3,0,60dpd,9,60dpd,19,0,no,0
45,rent_private,8,self_employed,4,994,1403,0.3321839695431279,3478,4,2438,1.0970467746276982,1,0,current,240,90dpd_plus,99,0,no,0
33,living_with_family_other,42,temporary_contract,0,2633,1393,0.33632052066156715,-4183,8,4435,1.4645150882802598,5,1,current,240,90dpd_plus,23,0,no,1
25,owner_with_mortgage,474,permanent,294,2617,1271,0.5412347329995446,625,0,5252,0.20110593842667382,1,2,current,240,none,85,0,yes,0
30,rent_social,14,permanent,8,16621,2403,0.2981118397562691,1119,3,6658,0.7995028887164342,8,2,60dpd,240,30dpd,70,2,no,1
32,living_with_family_other,11,temporary_contract,310,3186,1429,0.5189884316642225,379,2,14510,0.4700139371777022,6,1,current,11,90dpd_plus,43,2,yes,0
